Ticker,Industry,Sector,PE Ratio,Forward PE,DividendYield,Target Price,Percent From Target,Total Return,Exchange,Last Price,Market Cap. (USD),IV,ETF,Sharpe Ratio,S&P 500,DJIA,Nasdaq 100,200 Day MA,Price Above 200 MAV
ASML,Semiconductor Equipment & Materials,Technology,37.31,25.47,0.94,1000.14,40.51,41.45,NMS,711.7902,2.80124E+11,35.08,#N/A,1.06,#N/A,#N/A,Nasdaq 100,908.3004,NO
ASRT,Drug Manufacturers - Specialty & Generic,Healthcare,0,-19.17,0,3.15,173.91,173.91,NCM,1.15,109635936,151.09,#N/A,0.97,#N/A,#N/A,#N/A,1.08,YES
ASRV,Banks - Regional,Financial Services,0,0,4.01,0,-100,-95.99,NGM,3.0195,49880028,90,#N/A,-1.07,#N/A,#N/A,#N/A,2.6297,YES
ASTE,Farm & Heavy Construction Machinery,Industrials,0,12.13,1.61,38.5,22.11,23.72,NMS,31.53,718446912,44.61,#N/A,0.52,#N/A,#N/A,#N/A,34.8155,NO
ASUR,Software - Application,Technology,0,11.01,0,14.33,47.88,47.88,NCM,9.69,256378016,47.21,#N/A,0.93,#N/A,#N/A,#N/A,8.4934,YES
ATEC,Medical Devices,Healthcare,0,-8.68,0,17.46,224.54,224.54,NMS,5.38,755674816,72.23,#N/A,2.39,#N/A,#N/A,#N/A,10.8792,NO
ATGE,Education & Training Services,Consumer Defensive,21.04,11.07,0,87,20.84,20.84,NYQ,71.995,2717771008,39.12,#N/A,0.42,#N/A,#N/A,#N/A,62.5742,YES
ATI,Metal Fabrication,Industrials,23.95,19.89,0,73.11,15.26,15.26,NYQ,63.43,7899730432,35.38,#N/A,0.33,#N/A,#N/A,#N/A,55.3382,YES
ATLC,Credit Services,Financial Services,8.76,6.28,0,40.67,10.34,10.34,NMS,36.86,543489664,39.46,#N/A,0.26,#N/A,#N/A,#N/A,31.18955,YES
ATLO,Banks - Regional,Financial Services,17.8,0,4.41,0,-100,-95.59,NCM,17.445,156868400,33.83,#N/A,-2.59,#N/A,#N/A,#N/A,19.4677,NO
ATNI,Telecom Services,Communication Services,0,123.23,2.92,36,12.36,15.28,NMS,32.04,484258976,65.04,#N/A,0.23,#N/A,#N/A,#N/A,28.61395,YES
ATNM,Biotechnology,Healthcare,0,-2.59,0,5.8,224.02,224.02,ASE,1.79,55766376,148.75,#N/A,1.42,#N/A,#N/A,#N/A,5.88685,NO
ATO,Utilities - Regulated Gas,Utilities,21.03,20,2.25,145.57,2.16,4.41,NYQ,142.495,22131568640,15.8,XLU,0.24,S&P 500,#N/A,#N/A,121.4367,YES
ATOS,Biotechnology,Healthcare,0,-5.39,0,5.5,278.01,278.01,NCM,1.455,182976448,111.69,#N/A,1.93,#N/A,#N/A,#N/A,1.313,YES
ATR,Medical Instruments & Supplies,Healthcare,35,27.86,1.07,179,7.44,8.51,NYQ,166.6,11060638720,19.28,#N/A,0.32,#N/A,#N/A,#N/A,144.4177,YES
ATRC,Medical Instruments & Supplies,Healthcare,0,-46.15,0,41.13,43.71,43.71,NGM,28.62,1393722496,56.19,#N/A,0.78,#N/A,#N/A,#N/A,26.9768,YES
ATRO,Aerospace & Defense,Industrials,0,17.42,0,24,27.59,27.59,NMS,18.81,659544448,59.52,#N/A,0.64,#N/A,#N/A,#N/A,19.05755,NO
ATSG,Airlines,Industrials,53.88,14.97,0,19.25,19.12,19.12,NMS,16.16,1062689664,30.24,#N/A,0.3,#N/A,#N/A,#N/A,14.39215,YES
AUB,Banks - Regional,Financial Services,16.17,10.79,3.3,43,18.46,21.76,NYQ,36.3,3253728768,36.81,#N/A,0.59,#N/A,#N/A,#N/A,35.0543,YES
AUDC,Communication Equipment,Technology,21.95,9.2,3.73,11.67,20.81,24.54,NMS,9.66,279273504,43.17,#N/A,0.49,#N/A,#N/A,#N/A,11.1019,NO
AVA,Utilities - Diversified,Utilities,15.31,14.72,5,40,5.33,10.33,NYQ,37.975,2988776704,23.55,#N/A,0.47,#N/A,#N/A,#N/A,36.0325,YES
AVAV,Aerospace & Defense,Industrials,105.88,50.93,0,221.4,0.64,0.64,NMS,219.9967,6211525120,53.1,#N/A,0.01,#N/A,#N/A,#N/A,168.5096,YES
AVB,REIT - Residential,Real Estate,37.94,40.32,2.99,232.61,3.71,6.7,NYQ,224.28,31885049856,21.8,XLRE,0.27,S&P 500,#N/A,#N/A,198.5218,YES
AVD,Agricultural Inputs,Basic Materials,0,14,2.2,12.5,128.94,131.14,NYQ,5.46,157444016,54.79,#N/A,2.44,#N/A,#N/A,#N/A,9.0894,NO
AVGO,Semiconductors,Technology,144.54,29.13,1.18,195.45,9.07,10.25,NMS,179.2,8.36548E+11,41.1,XLK,0.24,S&P 500,#N/A,Nasdaq 100,144.62408,YES
AVNT,Specialty Chemicals,Basic Materials,38.71,16.26,2.14,53.71,10.12,12.26,NYQ,48.775,4453777408,30.61,#N/A,0.33,#N/A,#N/A,#N/A,43.4093,YES
AVNW,Communication Equipment,Technology,26.83,5.49,0,43.83,89.99,89.99,NMS,23.07,292446848,52.72,#N/A,1.88,#N/A,#N/A,#N/A,29.9695,NO
AVT,Electronics & Computer Distribution,Technology,9.94,8.54,2.31,53,-1.82,0.49,NMS,53.985,4718050816,26.22,#N/A,0.01,#N/A,#N/A,#N/A,50.58205,YES
AVXL,Biotechnology,Healthcare,0,-8.62,0,35.47,553.22,553.22,NMS,5.43,461287552,112.19,#N/A,6.68,#N/A,#N/A,#N/A,5.15405,YES
AVY,Packaging & Containers,Consumer Cyclical,27.67,20.41,1.62,246.21,14.36,15.98,NYQ,215.3,17335762944,26.42,XLB,0.63,S&P 500,#N/A,#N/A,215.4578,NO
AWI,Building Products & Equipment,Industrials,25.54,20.62,0.79,137.75,-1.46,-0.67,NYQ,139.79,6107744256,30.55,#N/A,-0.02,#N/A,#N/A,#N/A,118.3303,YES
AWK,Utilities - Regulated Water,Utilities,28.77,24.77,2.16,143.65,1.91,4.07,NYQ,140.96,27467890688,17.29,XLU,0.22,S&P 500,#N/A,#N/A,131.25165,YES
AWR,Utilities - Regulated Water,Utilities,29.61,25.51,2.17,87.5,3.32,5.49,NYQ,84.685,3172062976,22.63,#N/A,0.24,#N/A,#N/A,#N/A,76.3752,YES
AX,Banks - Regional,Financial Services,8.45,8.87,0,78.71,21.67,21.67,NYQ,64.69,3684626176,41.01,#N/A,0.43,#N/A,#N/A,#N/A,58.0832,YES
AXDX,Medical Devices,Healthcare,0,-1.05,0,1.5,-16.2,-16.2,NCM,1.79,42386124,74.38,#N/A,-0.22,#N/A,#N/A,#N/A,1.37245,YES
AXGN,Medical Devices,Healthcare,0,76.88,0,16.43,25.61,25.61,NCM,13.08,573293760,91.9,#N/A,0.22,#N/A,#N/A,#N/A,9.3275,YES
AXL,Auto Parts,Consumer Cyclical,621.5,12.96,0,7.08,14.01,14.01,NYQ,6.21,730177984,48.11,#N/A,0.28,#N/A,#N/A,#N/A,7.0528,NO
AXON,Aerospace & Defense,Industrials,116.04,74.55,0,380.74,-13.88,-13.88,NMS,442.1,33411399680,39.83,#N/A,-0.31,S&P 500,#N/A,#N/A,316.40256,YES
AXP,Credit Services,Financial Services,19.9,18.04,1.01,267.32,-1.11,-0.1,NYQ,270.32,1.90619E+11,24.28,XLF,0,S&P 500,DJIA,#N/A,233.2184,YES
AXS,Insurance - Specialty,Financial Services,11.3,7.24,2.12,94.71,15.25,17.37,NYQ,82.181,6918078976,25.04,#N/A,0.57,#N/A,#N/A,#N/A,68.6746,YES
AXTI,Semiconductor Equipment & Materials,Technology,0,28.11,0,5.5,116.96,116.96,NMS,2.535,112762384,87.19,#N/A,1.3,#N/A,#N/A,#N/A,3.1938,NO
AYI,Electrical Equipment & Parts,Industrials,22.57,16.81,0.2,312.11,2.87,3.07,NYQ,303.4,9335145472,30.77,#N/A,0.1,#N/A,#N/A,#N/A,253.2239,YES
AZN,Drug Manufacturers - General,Healthcare,37.58,14.1,1.9,91.03,17.58,19.48,NMS,77.42,2.40032E+11,32.13,#N/A,0.72,#N/A,#N/A,Nasdaq 100,74.48605,YES
AZO,Specialty Retail,Consumer Cyclical,21.43,18.19,0,3342.39,4.29,4.29,NYQ,3205,54247829504,27.77,XLY,0.2,S&P 500,#N/A,#N/A,2968.7935,YES
AZTA,Medical Instruments & Supplies,Healthcare,0,103.58,0,58,33.32,33.32,NMS,43.505,2128317696,52.03,#N/A,0.69,#N/A,#N/A,#N/A,55.57465,NO
AZZ,Specialty Business Services,Industrials,54.1,13.79,0.87,97,24.51,25.38,NYQ,77.905,2327567616,46.72,#N/A,0.4,#N/A,#N/A,#N/A,75.57385,YES
B,Specialty Industrial Machinery,Industrials,0,22.38,1.37,47.92,2.95,4.32,NYQ,46.548,2366019072,21.88,#N/A,0.27,#N/A,#N/A,#N/A,37.8243,YES
BA,Aerospace & Defense,Industrials,0,64.24,0,199.66,24.83,24.83,NYQ,159.94,98537136128,37.2,XLI,0.56,S&P 500,DJIA,#N/A,181.89545,NO
BAC,Banks - Diversified,Financial Services,15.14,11.48,2.46,45.82,9.68,12.14,NYQ,41.775,3.21198E+11,23.55,XLF,0.5,S&P 500,#N/A,#N/A,37.8875,YES
BAH,Consulting Services,Industrials,35.07,24.15,1.24,171.61,5.45,6.69,NYQ,162.74,21016791040,19.85,#N/A,0.23,#N/A,#N/A,#N/A,149.23755,YES
BALL,Packaging & Containers,Consumer Cyclical,30.16,18.98,1.19,71.63,8.44,9.63,NYQ,66.055,20050468864,22.65,XLB,0.35,S&P 500,#N/A,#N/A,63.98975,YES
BANC,Banks - Regional,Financial Services,0,11.41,2.64,16.23,10.26,12.9,NYQ,14.72,2488279808,29.45,#N/A,0.29,#N/A,#N/A,#N/A,13.91315,YES
BANF,Banks - Regional,Financial Services,17.59,18.15,1.61,110.33,0.83,2.44,NMS,109.42,3621801728,35.39,#N/A,0.07,#N/A,#N/A,#N/A,93.4979,YES
BANR,Banks - Regional,Financial Services,13.51,13.15,2.88,70.17,8.67,11.55,NMS,64.57,2224869120,60.93,#N/A,0.19,#N/A,#N/A,#N/A,50.6645,YES
BAX,Medical Instruments & Supplies,Healthcare,0,11.55,3.15,40.84,11.91,15.06,NYQ,36.495,18618945536,31.15,XLV,0.5,S&P 500,#N/A,#N/A,37.94385,NO
BB,Software - Infrastructure,Technology,0,32.19,0,4.82,86.82,86.82,NYQ,2.58,1528872832,52.03,#N/A,1.56,#N/A,#N/A,#N/A,2.6691,NO
BBDC,Asset Management,Financial Services,9.23,8.66,10.68,10.29,5.16,15.84,NYQ,9.785,1034841984,77.5,#N/A,0.2,#N/A,#N/A,#N/A,9.57215,YES
BBSI,Staffing & Employment Services,Industrials,20.19,16.71,0.85,39.75,7.61,8.46,NMS,36.94,965526592,28.9,#N/A,0.29,#N/A,#N/A,#N/A,32.393475,YES
BBW,Specialty Retail,Consumer Cyclical,10.52,9.62,2.07,39.67,6.47,8.54,NYQ,37.2599,503668128,54.72,#N/A,0.18,#N/A,#N/A,#N/A,27.4502,YES
BBWI,Specialty Retail,Consumer Cyclical,7.43,8.6,2.5,42.08,37.56,40.06,NYQ,30.59,6702636032,52.65,XLY,0.87,S&P 500,#N/A,#N/A,40.4821,NO
BBY,Specialty Retail,Consumer Cyclical,16.09,13.58,3.91,104.24,11.89,15.8,NYQ,93.165,19999485952,37.91,XLY,0.5,S&P 500,#N/A,#N/A,83.1552,YES
BC,Recreational Vehicles,Consumer Cyclical,15.73,12.83,2,88.64,8.35,10.35,NYQ,81.81,5417728000,33.75,#N/A,0.27,#N/A,#N/A,#N/A,82.1953,NO
BCBP,Banks - Regional,Financial Services,10.48,7.96,4.83,13.94,13.7,18.53,NGM,12.26,209008480,37.81,#N/A,0.49,#N/A,#N/A,#N/A,11.162,YES
BCDA,Biotechnology,Healthcare,0,-2.11,0,25,831.83,831.83,NCM,2.6829,9395167,220,#N/A,3.78,#N/A,#N/A,#N/A,4.7759,NO
BCE,Telecom Services,Communication Services,21.43,15.33,8.62,35.84,7.21,15.83,NYQ,33.43,30520821760,20.31,#N/A,0.88,#N/A,#N/A,#N/A,34.97685,NO
BCLI,Biotechnology,Healthcare,0,-0.65,0,29.5,1275.29,1275.29,NCM,2.145,11401983,219.87,#N/A,5.8,#N/A,#N/A,#N/A,5.67355,NO
BCO,Security & Protection Services,Industrials,35.73,12.02,0.88,128,20.62,21.5,NYQ,106.115,4683724800,28.46,#N/A,0.63,#N/A,#N/A,#N/A,96.2176,YES
BCOV,Software - Application,Technology,0,-42.6,0,3.88,82.16,82.16,NMS,2.13,95395464,78.35,#N/A,0.55,#N/A,#N/A,#N/A,2.13865,NO
BCPC,Specialty Chemicals,Basic Materials,46.89,34.61,0.46,188.67,12.39,12.85,NMS,167.87,5446323712,31.85,#N/A,0.46,#N/A,#N/A,#N/A,157.73535,YES
BCRX,Biotechnology,Healthcare,0,-46.84,0,14.45,92.92,92.92,NMS,7.49,1550610560,50.2,#N/A,1.66,#N/A,#N/A,#N/A,6.34475,YES
BDC,Communication Equipment,Technology,24.95,15.45,0.17,120.6,2.72,2.89,NYQ,117.405,4795462144,37.67,#N/A,0.06,#N/A,#N/A,#N/A,93.0958,YES
BDN,REIT - Office,Real Estate,0,37.76,9.19,5.3,-17.32,-8.13,NYQ,6.4101,1111879808,37.03,#N/A,-0.24,#N/A,#N/A,#N/A,4.7978,YES
BDX,Medical Instruments & Supplies,Healthcare,48.08,16.77,1.56,278.61,15.9,17.46,NYQ,240.385,69481357312,20.61,XLV,0.72,S&P 500,#N/A,#N/A,236.5347,YES
BECN,Industrial Distribution,Industrials,0,11.48,0,112.56,20.33,20.33,NMS,93.54,5787450880,35.53,#N/A,0.51,#N/A,#N/A,#N/A,90.937,YES
BEEM,Solar,Technology,0,-26.53,0,14.17,181.15,181.15,NCM,5.04,74106144,66.25,#N/A,2.21,#N/A,#N/A,#N/A,5.971875,NO
BEN,Asset Management,Financial Services,12.78,7.92,5.91,20.69,0.51,6.42,NYQ,20.585,10763298816,29.7,#N/A,0.16,S&P 500,#N/A,#N/A,23.9964,NO
BERY,Packaging & Containers,Consumer Cyclical,15.17,8.52,1.56,73.69,5.75,7.31,NYQ,69.68,7983036416,35.74,#N/A,0.23,#N/A,#N/A,#N/A,62.32695,YES
BF-B,Beverages - Wineries & Distilleries,Consumer Defensive,23.36,25.32,1.78,48.83,0.97,2.75,NYQ,48.36,22684176384,#N/A,#N/A,0.1,#N/A,#N/A,#N/A,48.9787,NO
BFH,Credit Services,Financial Services,5.11,8.15,1.64,53.72,7.46,9.1,NYQ,49.99,2483363328,50.34,#N/A,0.17,#N/A,#N/A,#N/A,42.61805,YES
BFIN,Banks - Regional,Financial Services,18.12,15.33,3.25,12.75,6.61,9.86,NMS,11.96,149029968,30.63,#N/A,0.32,#N/A,#N/A,#N/A,10.7073,YES
BFS,REIT - Retail,Real Estate,22.24,29.11,5.81,45.5,14.94,20.75,NYQ,39.585,1365916032,67.81,#N/A,0.31,#N/A,#N/A,#N/A,38.15555,YES
BG,Farm Products,Consumer Defensive,10.11,9.27,3.04,111.46,25.25,28.29,NYQ,88.9899,12597023744,22.74,XLP,0.92,S&P 500,#N/A,#N/A,100.0494,NO
BGC,Capital Markets,Financial Services,38.77,0,0.86,11.5,23.59,24.45,NMS,9.305,4593906688,52.76,#N/A,0.63,#N/A,#N/A,#N/A,8.4411,YES
BGFV,Specialty Retail,Consumer Cyclical,0,0,9.71,0,-100,-90.29,NMS,2.0913,47575148,104.38,#N/A,-0.86,#N/A,#N/A,#N/A,3.27165,NO
BGS,Packaged Foods,Consumer Defensive,0,10.69,8.76,8.86,6.3,15.06,NYQ,8.335,659831168,38.68,#N/A,0.28,#N/A,#N/A,#N/A,9.48935,NO
BHB,Banks - Regional,Financial Services,11.1,11.06,3.78,31.5,4.72,8.5,ASE,30.08,459234368,40.27,#N/A,0.2,#N/A,#N/A,#N/A,27.42085,YES
BHC,Drug Manufacturers - Specialty & Generic,Healthcare,0,1.97,0,7.79,-4.86,-4.86,NYQ,8.1883,3005196544,51.98,#N/A,-0.07,#N/A,#N/A,#N/A,7.65585,YES
BHE,Electronic Components,Technology,23.01,17.18,1.53,41.33,-3.41,-1.88,NYQ,42.79,1544967168,84.3,#N/A,-0.04,#N/A,#N/A,#N/A,36.52655,YES
BHLB,Banks - Regional,Financial Services,53.41,11.49,2.57,28,2.79,5.36,NYQ,27.24,1170892288,33.75,#N/A,0.16,#N/A,#N/A,#N/A,23.8894,YES
BIDU,Internet Content & Information,Communication Services,11.86,8.05,0,132.07,44.2,44.2,NMS,91.59,32668870656,50.34,#N/A,0.92,#N/A,#N/A,#N/A,98.488,NO
BIIB,Drug Manufacturers - General,Healthcare,23.24,10.84,0,262.9,42.68,42.68,NMS,184.26,26839678976,34.63,XLV,1.1,S&P 500,#N/A,Nasdaq 100,217.33086,NO
BIO,Medical Devices,Healthcare,0,31.21,0,381.83,11.42,11.42,NYQ,342.68,9492852736,32.29,#N/A,0.33,S&P 500,#N/A,#N/A,314.0819,YES
BIP,Utilities - Diversified,Utilities,0,38.03,4.47,38.64,6.98,11.45,NYQ,36.12,16686716928,25.26,#N/A,0.45,#N/A,#N/A,#N/A,30.38735,YES
BJRI,Restaurants,Consumer Cyclical,29.29,23.05,0,39.75,11.24,11.24,NMS,35.735,827426048,46.5,#N/A,0.24,#N/A,#N/A,#N/A,33.7571,YES
BK,Banks - Diversified,Financial Services,16.94,11.71,2.45,80.88,6.6,9.05,NYQ,75.875,55167045632,20.9,XLF,0.44,S&P 500,#N/A,#N/A,60.73265,YES
BKD,Medical Care Facilities,Healthcare,0,-12.16,0,7.4,17,17,NYQ,6.325,1248282240,60.87,#N/A,0.26,#N/A,#N/A,#N/A,6.5708,NO
BKE,Apparel Retail,Consumer Cyclical,10.63,11.62,3.14,31,-28.87,-25.73,NYQ,43.58,2212722176,36.02,#N/A,-0.62,#N/A,#N/A,#N/A,39.4461,YES
BKH,Utilities - Regulated Gas,Utilities,15.04,14.75,4.21,64.5,6.15,10.36,NYQ,60.765,4238267392,25.21,#N/A,0.52,#N/A,#N/A,#N/A,55.4675,YES
BKNG,Travel Services,Consumer Cyclical,30.59,21.77,0.8,4147.65,-5,-4.2,NMS,4366.13,1.46372E+11,21.36,XLY,-0.2,S&P 500,#N/A,Nasdaq 100,3743.235,YES
BKR,Oil & Gas Equipment & Services,Energy,18.26,13.73,2.3,43.48,20.84,23.14,NMS,35.98,35743395840,27.75,XLE,0.74,S&P 500,#N/A,Nasdaq 100,33.26805,YES
BKU,Banks - Regional,Financial Services,15.57,10.69,3.13,38.68,10,13.13,NYQ,35.165,2628721152,62.79,#N/A,0.26,#N/A,#N/A,#N/A,30.86025,YES
BLDR,Building Products & Equipment,Industrials,16.24,15.34,0,204.92,11.16,11.16,NYQ,184.35,21468295168,37.93,#N/A,0.24,S&P 500,#N/A,#N/A,174.8971,YES
BLFS,Medical Instruments & Supplies,Healthcare,0,-81.82,0,28.9,26.15,26.15,NCM,22.91,1057026176,64.84,#N/A,0.42,#N/A,#N/A,#N/A,20.4973,YES
BLK,Asset Management,Financial Services,24.89,20.4,2.03,1076.88,7.35,9.38,NYQ,1003.17,1.48601E+11,20.72,XLF,0.44,S&P 500,#N/A,#N/A,827.86395,YES
BLKB,Software - Application,Technology,108.71,17.93,0,85.46,-0.49,-0.49,NMS,85.88,4433666560,29.76,#N/A,-0.02,#N/A,#N/A,#N/A,78.0459,YES
BLMN,Restaurants,Consumer Cyclical,56.78,7.25,5.63,20.91,27,32.63,NMS,16.465,1399026048,42.81,#N/A,0.61,#N/A,#N/A,#N/A,22.20765,NO
BLNK,Engineering & Construction,Industrials,0,-5.27,0,3.95,87.65,87.65,NCM,2.105,212922864,87.72,#N/A,0.93,#N/A,#N/A,#N/A,2.62755,NO
BLRX,Biotechnology,Healthcare,0,-1.21,0,9.83,2036.49,2036.49,NCM,0.4601,36781864,157.89,#N/A,12.9,#N/A,#N/A,#N/A,0.8322,NO
BMI,Scientific & Technical Instruments,Technology,50.68,42.22,0.55,221.4,8.4,8.95,NYQ,204.25,6007339520,22.43,#N/A,0.32,#N/A,#N/A,#N/A,182.4254,YES
BMO,Banks - Diversified,Financial Services,14.64,11.87,4.88,88.07,-4.86,0.02,NYQ,92.57,67571933184,20.63,#N/A,0,#N/A,#N/A,#N/A,90.15925,YES
BMRC,Banks - Regional,Financial Services,0,14.71,4.51,22.9,7.34,11.85,NCM,21.335,347250592,81.88,#N/A,0.14,#N/A,#N/A,#N/A,17.9566,YES
BMRN,Biotechnology,Healthcare,53.39,23.11,0,101.31,43.76,43.76,NMS,70.47,13418194944,29.57,#N/A,1.29,#N/A,#N/A,#N/A,84.1811,NO
BMY,Drug Manufacturers - General,Healthcare,0,7.48,4.51,52.92,1.49,6,NYQ,52.1417,1.05769E+11,24.19,XLV,0.2,S&P 500,#N/A,#N/A,47.8348,YES
BN,Asset Management,Financial Services,97.4,9.52,0.57,72.22,30.08,30.65,NYQ,55.52,83794010112,33.38,#N/A,1.03,#N/A,#N/A,#N/A,44.0124,YES
BNS,Banks - Diversified,Financial Services,12.73,10.37,5.86,49.36,-6.62,-0.76,NYQ,52.86,65492865024,19.73,#N/A,-0.04,#N/A,#N/A,#N/A,48.2979,YES
BOH,Banks - Regional,Financial Services,18.22,18.95,4.18,57.8,-10.87,-6.69,NYQ,64.85,2576522752,38.76,#N/A,-0.18,#N/A,#N/A,#N/A,62.012,YES
BOKF,Banks - Regional,Financial Services,15.42,13.06,1.93,114.9,4.25,6.18,NMS,110.22,7069448704,23.78,#N/A,0.22,#N/A,#N/A,#N/A,93.1345,YES
BOOM,Conglomerates,Industrials,20.38,8.34,0,20,53.37,53.37,NMS,13.04,261305952,76.11,#N/A,1.13,#N/A,#N/A,#N/A,14.83255,NO
BPOP,Banks - Regional,Financial Services,13.87,9.17,2.46,114.11,15.84,18.3,NMS,98.505,7125017088,40.57,#N/A,0.48,#N/A,#N/A,#N/A,90.1895,YES
BR,Information Technology Services,Technology,37.38,23.4,1.61,217.76,-0.41,1.2,NYQ,218.65,25557123072,24.28,#N/A,0.04,S&P 500,#N/A,#N/A,204.17966,YES
BRC,Security & Protection Services,Industrials,18.38,15.17,1.26,86,14.97,16.23,NYQ,74.8,3559305728,64.29,#N/A,0.59,#N/A,#N/A,#N/A,65.3197,YES
BRK-B,Insurance - Diversified,Financial Services,14.75,22.94,0,500.5,7.83,7.83,NYQ,464.16,1.001E+12,#N/A,#N/A,0.43,#N/A,#N/A,#N/A,418.6657,YES
BRKL,Banks - Regional,Financial Services,12.11,10.85,5.02,12,15.22,20.24,NMS,10.415,926014336,93.75,#N/A,0.22,#N/A,#N/A,#N/A,9.59105,YES
BRKR,Medical Devices,Healthcare,25.78,20.54,0.32,76.09,23.52,23.84,NMS,61.6,9325870080,38.62,#N/A,0.54,#N/A,#N/A,#N/A,72.7249,NO
BRO,Insurance Brokers,Financial Services,30.48,26.37,0.49,108.57,2.67,3.16,NYQ,105.7502,30177761280,28.36,XLF,0.09,S&P 500,#N/A,#N/A,90.35505,YES
BRT,REIT - Residential,Real Estate,0,-31.48,5.74,21.67,27.47,33.21,NYQ,17,302683296,31.84,#N/A,1.25,#N/A,#N/A,#N/A,17.4917,NO
BSET,"Furnishings, Fixtures & Appliances",Consumer Cyclical,0,18.19,5.58,19,35.62,41.2,NMS,14.01,123303976,75.16,#N/A,0.55,#N/A,#N/A,#N/A,14.3087,NO
BSRR,Banks - Regional,Financial Services,11.34,10.53,3.23,30.63,10.22,13.45,NMS,27.79,401751712,26.02,#N/A,0.52,#N/A,#N/A,#N/A,23.08135,YES
BSX,Medical Devices,Healthcare,71.59,32.13,0,90.48,2.75,2.75,NYQ,88.06,1.29709E+11,24.01,XLV,0.1,S&P 500,#N/A,#N/A,73.3309,YES
BTE,Oil & Gas E&P,Energy,0,8.66,2.29,4.4,49.66,51.95,NYQ,2.94,2370657280,79.96,#N/A,0.88,#N/A,#N/A,#N/A,3.3911,NO
BTG,Gold,Basic Materials,0,8.49,4.62,4.3,26.84,31.46,ASE,3.39,4443051520,43.58,#N/A,0.77,#N/A,#N/A,#N/A,2.7951,YES
BUSE,Banks - Regional,Financial Services,12.8,9.59,3.69,30.33,22.05,25.74,NMS,24.85,1412841856,35.64,#N/A,0.72,#N/A,#N/A,#N/A,24.2276,YES
BWA,Auto Parts,Consumer Cyclical,10.35,7.42,1.25,40.97,18.91,20.16,NYQ,34.455,7847780864,26.86,XLY,0.59,S&P 500,#N/A,#N/A,33.5391,YES
BWEN,Specialty Industrial Machinery,Industrials,5.94,11.56,0,5.13,146.63,146.63,NCM,2.08,45730048,87.81,#N/A,1.69,#N/A,#N/A,#N/A,2.65455,NO
BWXT,Aerospace & Defense,Industrials,43.44,37.28,0.76,114.63,-9.63,-8.87,NYQ,126.84,11593884672,30.01,#N/A,-0.24,#N/A,#N/A,#N/A,95.8155,YES
BX,Asset Management,Financial Services,58.67,29.29,1.97,162.53,-4.81,-2.84,NYQ,170.75,2.10047E+11,26.9,XLF,-0.1,S&P 500,#N/A,#N/A,130.8422,YES
BXC,Industrial Distribution,Industrials,23.59,14.72,0,135.5,31.16,31.16,NYQ,103.31,880777664,48.72,#N/A,0.62,#N/A,#N/A,#N/A,108.4094,NO
BXMT,REIT - Mortgage,Real Estate,0,13.01,9.88,19.7,5.91,15.79,NYQ,18.6,3229350400,22.73,#N/A,0.59,#N/A,#N/A,#N/A,18.76395,NO
BXP,REIT - Office,Real Estate,82.29,46.65,4.37,75.82,-13.08,-8.71,NYQ,87.23,15445816320,28.44,XLRE,-0.27,S&P 500,#N/A,#N/A,67.4711,YES
BYD,Resorts & Casinos,Consumer Cyclical,12.31,9.79,1.05,71.15,11.56,12.61,NYQ,63.775,5849865728,23.49,#N/A,0.41,#N/A,#N/A,#N/A,60.1777,YES
BYON,Internet Retail,Consumer Cyclical,0,-8.25,0,20.79,98.57,98.57,NYQ,10.47,479009856,81.32,#N/A,0.81,#N/A,#N/A,#N/A,18.85055,NO
BYRN,Aerospace & Defense,Industrials,145.73,38.3,0,22.69,41.55,41.55,NCM,16.03,360150400,80.2,#N/A,0.61,#N/A,#N/A,#N/A,11.68965,YES
BZH,Residential Construction,Consumer Cyclical,6.93,6.58,0,40.25,25.16,25.16,NYQ,32.16,999593920,50.56,#N/A,0.49,#N/A,#N/A,#N/A,30.1767,YES
C,Banks - Diversified,Financial Services,17.6,8.58,3.42,72.9,18.03,21.45,NYQ,61.765,1.16801E+11,25.67,XLF,0.84,S&P 500,#N/A,#N/A,60.08205,YES
CAC,Banks - Regional,Financial Services,13.68,10.61,4,42.67,5.02,9.02,NMS,40.63,592222912,37.5,#N/A,0.24,#N/A,#N/A,#N/A,34.8545,YES
CACC,Credit Services,Financial Services,34.03,11.63,0,449.67,-6.08,-6.08,NMS,478.77,5798478848,45.24,#N/A,-0.12,#N/A,#N/A,#N/A,511.48074,NO
CACI,Information Technology Services,Technology,28.64,20.76,0,521.85,-2.04,-2.04,NYQ,532.7,11881181184,26.54,#N/A,-0.07,#N/A,#N/A,#N/A,418.19086,YES
CAG,Packaged Foods,Consumer Defensive,28.92,10.96,4.62,31.3,6.14,10.76,NYQ,29.49,14074780672,21.53,XLP,0.58,S&P 500,#N/A,#N/A,29.78115,NO
CAH,Medical Distribution,Healthcare,32.58,13.3,1.8,117.88,4.88,6.68,NYQ,112.4,27191689216,21.25,XLV,0.22,S&P 500,#N/A,#N/A,105.2713,YES
CAKE,Restaurants,Consumer Cyclical,17.7,11.87,2.51,41.67,-1.93,0.58,NMS,42.49,2161551360,29.19,#N/A,0.01,#N/A,#N/A,#N/A,36.96765,YES
