Ticker,3/31/14,6/30/14,9/30/14,12/31/14,3/31/15,6/30/15,9/30/15,12/31/15,3/31/16,6/30/16,9/30/16,12/31/16,3/31/17,6/30/17,9/30/17,12/31/17,3/31/18,6/30/18,9/30/18,12/31/18,3/31/19,6/30/19,9/30/19,12/31/19,3/31/20,6/30/20,9/30/20,12/31/20,3/31/21,6/30/21,9/30/21,12/31/21,3/31/22,6/30/22,9/30/22,12/31/22,3/31/23,6/30/23,9/30/23,12/31/23,3/31/24,6/30/24,9/30/24,12/31/24,3/31/25,6/30/25
AIRI,4.45,15.67,-2.12,-0.94,-3.61,0.1,-12.81,-7.91,-25.52,-21.75,-4.77,-30.36,15.87,-50.96,-20.67,19.01,-8.88,16.88,-22.78,-48.56,66.43,-8.4,19.9,75.99,-53.91,12.26,2.52,0.82,19.51,-11.56,-17.69,-15.23,-7.95,-16.16,-5.71,-35.61,-10.35,-6.82,-19.07,13.12,44.62,-2.25,0.97,11.82,10.06,7.48
AIRT,1.09,7.44,0.15,96.39,-3.8,-14.84,-15.04,37.47,-1.26,-11.01,-5.02,12.63,-12.3,5.1,-16.7,39.82,2.47,31.81,1.05,-27.3,23.23,-13.1,7.38,7.29,-37.92,-6.08,-17.15,155.78,-4.54,3.95,16.07,-12.31,-9.54,-27.65,4.01,44.39,1.33,0.2,-10.96,-24.39,31.37,-15.02,-41.53,-37.76,-20.57,2
AIT,-1.73,5.16,-10.01,-0.13,-0.55,-12.55,-3.78,6.13,7.19,4.01,3.54,27.09,4.12,-4.53,11.43,3.5,7.05,-3.77,11.55,-31.07,10.25,3.46,-7.69,17.41,-31.44,36.46,-11.68,41.54,16.9,-0.12,-1.02,13.95,-0.04,-6.32,6.87,22.62,12.77,1.9,6.75,11.69,14.4,33.95,22.89,20.61,14.15,10.41
AIV,16.63,6.78,-1.39,16.75,5.95,-6.17,0.24,8.13,4.47,5.6,3.96,-1,-2.42,-3.11,2.07,-0.34,-6.77,3.8,4.33,-0.57,11.14,-0.34,4.03,-0.94,-31.95,7.08,-10.41,-87.35,16.29,9.28,2.09,12.7,-5.18,-12.57,14.06,-2.47,8.01,10.79,-20.19,15.15,4.6,-2.70,5.56,8.53,6.86,6
AIZ,-2.12,0.91,-1.91,6.42,-10.26,9.1,17.93,1.94,-4.21,11.87,6.88,0.66,3.03,8.38,-7.88,5.57,-9.35,13.22,4.31,-17.15,6.12,12.09,18.27,4.18,-20.59,-0.77,17.45,12.29,4.07,10.16,1.01,-1.2,16.66,-4.94,-15.96,-13.91,-3.99,4.71,14.21,17.35,11.72,32.24,28.69,13.04,-0.05,-3.34
AJG,1.39,-2.06,-2.66,3.79,-0.7,1.18,-12.73,-0.82,8.65,7.01,6.87,2.14,8.81,1.26,7.51,2.81,8.61,-5.02,14.03,-0.99,5.97,12.15,2.26,6.32,-14.41,19.6,8.3,17.17,0.86,12.27,6.12,14.14,2.91,-6.62,5.02,10.12,1.47,14.77,3.81,-1.34,11.19,18.10,16.02,14.76,13.09,13.02
AKAM,23.38,4.9,-2.06,5.28,12.85,-1.73,-1.09,-23.79,5.59,0.65,-5.26,25.84,-10.47,-16.57,-2.19,33.5,9.13,3.17,-0.11,-16.5,17.4,11.76,14.03,-5.47,5.92,17.05,3.22,-5.02,-2.94,14.43,-10.3,11.9,2.01,-23.5,-12.06,4.96,-7.12,14.78,18.55,11.09,-8.1,0.23,14.48,13.13,22.81,36.01
AKR,6.24,6.48,-1.82,16.13,8.9,-16.54,3.3,10.24,5.97,1.11,2.03,-9.82,-8.02,-7.52,2.95,-4.4,-10.09,11.26,2.41,-15.23,14.77,0.37,4.42,-9.27,-52.22,4.76,-19.11,35.14,33.69,15.76,-7.06,6.96,-0.73,-27.92,-19.21,13.71,-2.79,3.15,-0.28,18.4,0.12,24.53,15.15,5.65,-0.83,-3.56
AL,19.98,3.46,-15.76,5.57,10,-10.17,-8.79,8.28,-4.06,-16.63,6.72,20.12,12.88,-3.59,14.08,12.83,-11.37,-1.53,9.32,-34.15,13.7,20.35,1.16,13.63,-53.41,32.29,0.44,50.99,10.31,-14.82,-5.75,12.43,0.95,-25.13,-7.24,23.9,2.47,6.3,-5.83,6.42,22.65,13.57,29.7,38.24,15.76,15.92
ALB,4.78,7.65,-17.62,2.09,-12.12,4.6,-20.21,27.01,14.14,24.06,7.79,0.69,22.72,-0.09,29.15,-6.18,-27.48,1.71,5.78,-22.76,6.37,-14.11,-1.26,5.06,-22.82,36.97,15.63,65.23,-0.96,15.3,29.98,6.76,-5.4,-5.5,26.54,-17.99,1.93,0.93,-23.78,-15.03,-8.82,-57.18,-26.43,-7.13,17.35,39.63
ALCO,-3.01,-0.56,1.63,31.31,2.46,-11.51,-10.52,-4.68,-28.64,9.56,-11.21,1.08,-2.76,18.56,9.11,-13.62,-7.8,16.54,6.62,-12.72,-7.76,11.5,12.13,5.32,-13.37,0.39,-8.15,8.39,-3.74,19.22,-3.82,8.15,1.43,-5.14,-20.74,-15.47,1.38,5.21,-1.96,16.51,0.69,1.77,-25.82,-50.44,-40.31,-21.1
ALE,5.09,-2.04,-13.55,24.22,-4.32,-12.07,8.84,0.67,10.31,15.27,-7.75,7.67,5.48,5.86,7.83,-3.79,-2.84,7.14,-3.1,1.61,7.89,1.19,5.05,-7.14,-25.24,-10,-5.26,19.71,8.48,4.15,-14.95,11.48,0.95,-12.24,-14.85,28.89,-0.22,-9.94,-8.92,15.83,-2.49,7.56,8.03,9.49,10.18,8.4
ALEX,1.99,-2.61,-13.22,9.15,9.98,-8.75,-12.87,2.85,3.88,-1.47,6.31,16.79,-0.78,-7.05,11.96,-40.13,-16.62,1.6,-3.45,-19,38.41,-9.2,6.1,-14.48,-46.47,8.65,-8.04,53.26,-2.27,9.11,27.95,7.04,-7.57,-22.6,-7.63,12.97,0.96,-1.75,-9.96,13.69,-13.41,-8.72,-9.91,-5.06,-0.71,2.41
ALG,-10.48,-0.44,-24.2,18.15,30.33,-13.45,-14.44,11.44,6.93,18.42,-0.12,15.5,0.12,19.19,18.24,5.12,-2.63,-17.78,1.38,-15.6,29.26,-0.01,17.8,6.65,-29.29,15.61,5.25,27.7,13.19,-2.22,-8.61,5.48,-2.3,-19.03,5.02,15.81,30.06,-0.14,-6.01,21.6,8.63,-5.93,-6.89,-6.23,1.34,13.76
ALGN,-9.36,8.21,-7.78,8.18,-3.79,16.58,-9.49,16.01,10.39,10.81,16.39,2.54,19.33,30.87,24.08,19.28,13.02,36.24,14.35,-46.47,35.76,-3.74,-33.9,54.23,-37.66,57.77,19.28,63.24,1.34,12.83,8.91,-1.24,-33.66,-45.72,-12.49,1.83,58.44,5.84,-13.66,-10.26,19.68,-31.73,-10.53,13.37,40.96,65.39
ALIM,67.87,-24.21,-9.36,2.21,-9.57,-7.98,-52.06,9.5,-27.69,-29.71,21.14,-27.52,29.63,-0.71,-2.88,-1.48,-22.56,-5.02,0.18,-26.73,47.62,-16.04,-36.37,-10.76,-47.23,57.5,-22.86,-13.17,127.96,-5.41,-53.63,21.56,9.16,-2.32,-7.13,-46.65,-22.51,39.05,6.16,39.35,-9.72,90.41,79.18,33.88,3.2,-19.11
ALK,27.18,1.86,-8.39,37.25,10.74,-2.64,23.31,1.33,1.88,-28.93,12.99,34.73,3.93,-2.67,-15.03,-3.62,-15.71,-2.53,14.03,-11.63,-7.77,13.88,1.56,4.38,-57.98,27.36,1.02,41.96,33.1,-12.86,-2.84,-11.09,11.34,-30.96,-2.25,9.68,-2.28,26.74,-30.27,5.37,10.03,-24.03,-5.85,-1.02,6.41,12.66
ALKS,8.44,14.15,-14.82,36.6,4.12,5.53,-8.81,35.3,-56.93,26.41,8.82,18.18,5.25,-0.91,-12.3,7.65,5.9,-28.99,3.11,-30.47,23.65,-38.23,-13.44,4.56,-29.31,34.57,-14.61,20.4,-6.37,31.26,25.77,-24.58,13.11,13.23,-25.04,17.02,7.88,11.03,-10.51,-0.96,-2.42,-23.00,-28.82,-8.32,-6.56,-6.91
ALL,3.74,3.78,4.51,14.47,1.31,-8.85,-10.22,6.61,8.5,3.83,-1.1,7.14,9.94,8.53,3.92,13.93,-9.46,-3.72,8.14,-16.28,13.98,7.97,6.87,3.47,-18.43,5.73,-2.94,16.77,4.52,13.52,-2.4,-7.59,17.73,-8.5,-1.74,8.89,-18.28,-1.6,2.17,25.64,23.6,46.42,40.52,26.27,4.95,-6.32
ALLT,-11.04,-3.05,-12.49,-19.61,-4.25,-18.2,-31.71,18.53,-10.14,-5.93,7.11,-9.11,-0.63,7.35,5.48,-1.11,0.94,-0.37,15.3,-1.78,30.81,-9.19,11.79,5.46,11.18,10.79,-13.09,15.6,51.81,24.17,-25.06,-20.05,-31.82,-39.63,-19.84,-12.24,-21.8,17.47,-31.01,-24.31,36.97,-26.58,-15.72,-10.72,-2.64,0.94
ALNT,-6.9,24.93,-1.93,66.82,40.11,-32.33,-20.88,47.32,-31.24,29.23,-18.7,13.11,-6.03,35.43,-6.91,30.59,20.13,20.45,13.68,-17.9,-23.07,10.24,-6.83,37.35,-51.13,48.94,16.94,23.79,0.45,0.91,-9.41,16.66,-18.22,-23.46,25.31,21.63,11.03,3.34,-22.58,-2.3,18.11,-36.73,-14.24,2.87,13.21,35.14
ALNY,4.42,-5.91,23.63,24.2,7.65,14.8,-32.96,17.15,-33.32,-11.6,22.15,-44.76,36.89,55.63,47.3,8.14,-6.26,-17.3,-11.14,-16.69,28.17,-22.35,10.83,43.21,-5.49,36.07,-1.69,-10.73,8.63,20.07,11.38,-10.18,-3.71,-10.68,37.24,18.73,-15.71,-5.18,-6.76,8.08,-21.92,27.94,21.47,10.82,28.73,27.69
ALOT,-7.39,3.64,1.22,12.66,-5.55,-2.05,-2.39,16.22,-8.54,10.73,-8.13,-5.02,6.74,-5.07,-9.61,6.3,30,4.56,4.77,3.93,25.58,-7.13,-30.3,-23.4,-44.77,0.15,14.83,36.08,36.37,9.48,2.8,-16.73,-1.97,-9.8,-1.69,10.93,11.02,0.13,-9.84,32.76,-0.74,-0.47,-13.13,-9.27,4.75,17.18
ALSN,8.44,3.87,-8.39,18.99,-5.78,-8.39,-8.78,-3,4.21,4.63,1.59,17.47,7.03,4.02,0.05,14.76,-9.31,3.66,28.45,-15.57,2.3,3.18,1.51,2.7,-32.51,12.79,-4.46,22.74,-5.33,-2.67,-11.12,2.92,8.01,-2.06,-12.2,23.22,8.75,24.8,4.61,-1.54,39.57,34.43,21.3,11.42,-20.92,-16.31
ALT,-1.61,-22.95,26.24,1.69,-9.94,10.43,-26.11,42.86,-0.53,29.1,18.85,12.07,-75.03,-60.57,-27.5,-14.22,-41.71,-61.64,-67.04,-53.18,40.78,-17.93,-18.07,-3.08,69.84,233.64,23.25,-14.55,25.27,-30.29,14.82,-19.01,-33.52,92.12,9.15,28.82,-74.35,-16.35,-26.35,332.69,-9.51,88.39,69.45,35.15,19.93,7.08
ALTO,206.09,-1.86,-8.7,-26,4.45,-4.36,-37.11,-26.35,-2.09,16.45,26.79,37.48,-27.89,-8.76,-11.2,-18.02,-34.07,-13.33,-26.92,-54.68,13.82,-21.94,-26.41,15.45,-60,173.08,929.58,-25.72,0,12.52,-19.15,-2.63,41.79,-45.6,-1.89,-20.88,-47.92,92.67,52.94,-39.82,-18.05,-50.00,15.26,17.14,49.11,62.97
ALV,9.31,6.21,-13.75,15.45,10.98,-0.87,-6.63,14.46,-5.04,-9.31,-0.6,5.95,-9.62,7.37,12.57,2.82,14.84,-1.86,-39.48,-18.98,4.7,-4.11,11.87,7.01,-45.49,40.21,12.97,26.37,0.76,5.34,-12.32,20.64,-26.08,-6.37,-6.9,14.93,21.91,-8.91,13.45,14.21,9.29,25.81,15.13,5.12,5.32,2.13
ALX,9.39,2.35,1.2,16.92,4.44,-10.2,-8.78,2.7,-0.93,7.54,2.53,1.73,1.17,-2.41,0.62,-6.66,-3.69,0.37,-10.28,-11.23,23.44,-1.56,-5.91,-5.18,-16.47,-12.7,1.79,13.1,-0.02,-3.37,-2.74,-0.12,-1.56,-13.3,-5.94,5.31,-11.96,-5.1,-0.89,17.2,1.67,22.30,22.42,23.04,20.53,17.31
AMAT,8.44,14.02,-1.13,14.86,-9.58,-20.32,-5.35,7.36,15.98,28.43,9.01,22.26,15.9,11.43,25.28,0.76,-13.52,-2.23,-33,21.11,13.96,13.61,9.81,11.27,-16.55,17.16,0.54,58.62,37.27,5.44,-2.34,-3.07,-16.69,-3.96,-15.34,25.39,0.47,34.42,-13.58,27.11,21.86,35.90,17,5.95,-2.94,-1.66
AMBA,-22.42,15.13,54.81,24.88,32.25,58.4,-57.33,-19.74,3.58,41.07,5.85,-19.16,13.32,-10.97,12.77,-10.7,-7.56,-15.9,-11.23,9.26,31.89,-0.34,5.37,12.37,-11.09,-13.88,20.74,72.6,3.32,1.03,88.68,-24.58,-41.43,5.45,-36.76,64.15,-31.01,34.59,-46.07,16.83,-12.54,-36.90,-18.81,4.22,12.97,22
AMD,2.65,5.93,-12.41,-26.39,2.64,-9.19,-30.77,70.76,-4.45,74.91,34.22,73.13,28.31,-14.23,2.16,-19.37,-2.24,49.15,106.07,-42.31,43.21,19,-5.43,60.79,0.87,7.56,55.8,17.62,-15.68,10.61,23.57,38.13,-18.11,-27.23,-21.96,-4.69,51.32,16.22,-9.74,43.37,22.44,42.40,72.27,67.54,25.26,97.18
AME,-2.24,1.53,-3.96,4.82,-0.17,4.26,-4.49,2.43,-6.74,-7.5,3.35,1.72,11.28,12,9.03,9.74,4.83,-5.02,9.65,-14.43,22.56,9.49,1.08,8.63,-27.79,24.09,11.22,21.67,5.61,4.52,-7.11,18.57,-9.43,-17.49,3.2,23.2,4.02,11.39,-8.72,11.59,10.92,2.98,7.19,12.21,10.08,18.68
AMED,1.78,12.42,20.49,45.51,-8.76,48.36,-4.43,3.56,22.94,4.43,-6.02,-10.14,19.85,22.94,-10.91,-5.81,14.48,41.63,46.22,-6.28,5.25,-1.5,7.91,27.41,9.96,8.17,19.08,24.07,-9.73,-7.5,-39.13,8.57,6.43,-38.99,-7.92,-13.69,-11.96,24.32,2.14,1.78,-3.05,0.39,163.44,263.62,107.48,53.68
AMG,-7.76,2.67,-2.45,5.93,1.2,1.78,-21.78,-6.57,1.65,-13.32,2.79,0.41,12.83,1.17,14.45,8.12,-7.63,-21.58,-8.04,-28.73,9.92,-13.98,-9.54,1.67,-30.21,26.07,-8.29,48.73,46.54,3.48,-2.02,8.88,-14.32,-17.28,-4.07,41.65,-10.11,5.25,-13.04,16.17,10.6,4.23,5.39,13.57,11.19,14.67
AMGN,8.12,-4.03,18.66,13.41,0.35,-3.96,-9.99,17.48,-7.64,1.48,9.64,-12.35,12.22,4.97,8.26,-6.73,-1.97,8.28,12.3,-6.09,-2.41,-3,5.01,24.58,-15.9,16.34,7.76,-9.54,8.22,-2.03,-12.76,5.79,7.49,0.61,-7.36,16.52,-7.95,-8.16,21.05,7.17,-1.28,40.73,29.27,28.14,20.48,10.69
AMKR,11.91,62.97,-24.78,-15.58,24.51,-32.35,-24.92,35.41,-3.13,-2.38,69.04,8.54,9.86,-15.7,7.98,-4.74,0.8,-15.2,-13.97,-11.23,30.18,-12.65,21.98,42.86,-40.08,58.02,-9.02,34.64,57.23,-0.17,5.41,-0.64,-12.38,-21.96,0.59,40.65,8.51,14.34,-24.03,47.21,-3.1,34.52,27.4,22.37,22.61,20.91
AMN,-6.53,-10.48,27.64,24.84,17.7,36.93,-5,3.47,8.24,18.92,-20.27,20.65,5.59,-3.82,17.03,7.77,15.23,3.26,-6.66,3.58,-16.89,15.2,6.1,8.25,-7.22,-21.74,29.22,16.75,7.99,31.59,18.32,6.61,-14.71,5.16,-3.42,-2.96,-19.32,31.53,-21.94,-12.09,-16.52,-53.05,-31.91,-8.1,9.41,22.93
AMP,-4.33,9.02,2.82,7.19,-1.07,-4.52,-12.65,-2.48,-11.66,-4.43,11.04,11.2,16.89,-1.84,16.67,14.11,-12.7,-5.45,5.56,-29.32,22.74,13.32,1.34,13.24,-38.48,46.41,2.71,26.1,19.62,7.07,6.12,14.21,-0.43,-20.87,6,23.58,-1.56,8.37,-0.75,15.21,15.43,28.61,24.13,20.92,12.77,11.73
AMRC,-21.74,-7.01,-2.56,2.19,5.71,3.38,-23.14,6.29,-23.68,-8.39,20.37,4.56,19.09,17.56,1.3,10.26,51.16,-7.69,13.75,3.3,14.75,-8.96,9.1,8.9,-2.69,63.12,20.23,56.41,-6.91,28.97,-6.84,39.38,-2.38,-42.69,45.92,-14.05,-13.86,-1.2,-20.71,-17.87,-23.81,-40.76,-24.69,-9.79,6.06,16.55
AMRN,-8.12,-2.76,-38.07,-10.09,138.78,5.13,-21.54,-2.07,-19.05,41.18,47.69,-3.45,3.9,25.94,-13.15,14.57,-24.94,2.66,426.54,-16.35,52.53,-6.6,-21.82,41.42,-81.34,73,-39.16,16.15,26.99,-29.47,16.44,-33.92,-2.37,-54.71,-26.85,11.01,23.97,-20.67,-22.69,-5.43,2.41,-42.18,-6.11,14.79,35.29,51.41
AMS,16.61,-19.44,-15.45,27.73,-9.61,-0.39,-23.99,-4.32,20.65,-8.56,53.2,7.72,29.1,-9.83,-26.92,-8.91,-1.77,7.84,27.27,-32,16.81,3.24,-12.54,-2.79,-36.48,38.06,-15.42,22.65,24.77,5.78,-5.8,-14.13,-1.27,-5.13,16.67,13.13,-4.1,-9.07,-3.33,-3.68,24,25.05,17.9,16.48,8.28,2.73
AMSC,-1.83,1.24,-13.5,-47.46,-13.07,-18.79,-17.21,47.11,19.31,11.05,-16.94,5.14,-6.92,-32.65,-1.73,-20.04,60.33,20.27,-0.71,60.43,15.34,-27.84,-15.52,0.13,-30.19,48.36,78.11,61.74,-19.04,-8.28,-16.16,-25.38,-30.06,-31.93,-15.44,-15.98,33.42,27.49,20.61,47.55,21.27,273.64,214.16,135.12,50.64,-14.15
AMSF,3.95,-7.38,-3.84,8.31,9.18,1.75,5.67,2.35,3.22,16.52,-3.99,6.07,4.09,-12.25,2.19,5.84,-10.31,4.52,7.27,-8.49,4.78,7.36,3.67,-0.12,-2.36,-5.13,-6.21,0.12,11.44,-6.73,-5.91,-4.15,-7.73,4.71,-10.15,11.21,-5.81,8.93,-6.1,-6.57,7.25,-17.69,-2.57,0.71,0.37,2.59
AMSWA,-4.37,-3.42,3.76,-14.18,17.13,-5.05,10.95,-4.89,-6.06,20.68,-5.44,0.58,4.58,-11.58,27.94,0.97,1.84,17.24,-23.06,-3.91,17.09,2.86,21.7,-7.9,10.38,-0.06,-10.87,30.86,7.7,6.33,31.5,-20.53,-25.62,4.56,-4.19,-11.21,-21.5,-3.43,-4.86,3.28,-10.77,-5.12,15.56,24.21,27.56,26.96
AMT,2.57,9.91,4.06,5.58,-4.75,-0.91,-5.69,10.2,5.59,10.98,-0.25,-6.75,15.01,8.87,3.3,4.38,1.87,-0.81,0.78,8.87,24.57,3.75,8.16,3.93,-5.25,18.73,-6.5,-7.14,6.5,13,-1.75,10.21,-14.11,1.74,-16,-1.32,-3.55,-5.09,-15.21,31.27,-8.47,0.23,-2.69,-6.53,-0.11,8.97
AMWD,-14.53,-2.03,39.15,0.54,23.27,29.7,10.55,-5.09,5.57,1.91,0.63,-4.69,29.07,6.8,-1.58,40.63,-39.49,1.52,-27.57,15.73,28.56,-5.65,16.87,10.58,-53.11,56.82,2.47,4.72,14.97,-25.35,-7.42,-12.82,-21.83,7.19,-9.7,26.33,-11.82,51.7,-12.28,35.77,0.88,33.29,30.91,14.31,-11.27,-3.06
AMZN,-15.65,-3.44,-0.72,-3.75,19.89,16.66,17.88,32.09,-12.17,20.55,17,-10.44,18.23,9.19,-0.69,21.65,23.76,17.44,17.84,-25.01,18.56,6.34,-8.33,6.45,5.51,41.5,14.13,3.44,-5,11.19,-4.51,1.5,-2.23,-34.84,6.39,-25.66,22.96,26.21,-2.49,19.52,18.72,48.24,50.23,49.05,22.14,19.45
AN,7.12,12.12,-15.7,20.08,6.49,-2.1,-7.62,2.54,-21.76,0.64,3.68,-0.12,-13.07,-0.31,12.57,8.15,-8.86,3.85,-14.47,-14.08,0.06,17.41,20.89,-4.08,-42.3,33.93,40.85,31.85,33.57,1.71,28.43,-4.03,-14.78,12.23,-8.85,5.33,25.22,22.51,-8.03,-0.81,10.25,-3.18,-2.42,0.06,7.51,15.82
ANDE,-0.35,-12.93,21.91,-15.49,-22.15,-5.73,-12.67,-7.13,-0.7,13.15,1.8,23.55,-15.21,-9.89,0.29,-9.05,6.26,3.32,10.09,-20.61,7.83,-15.48,-17.66,12.71,-25.83,-26.61,39.32,27.86,11.71,11.5,0.98,25.56,29.84,-34.36,-5.94,12.76,18.09,11.69,11.61,11.71,-0.3,7.48,3.85,0.09,-2.58,3.47
ANGI,-19.6,-1.97,-46.65,-2.2,-5.78,4.94,-18.18,85.52,-13.69,-19.33,52.23,-16.95,-30.74,124.39,-2.58,-16.05,29.83,13.25,52.67,-31.56,-3.92,-15.74,-45.54,19.55,-38.02,131.43,-8.68,18.93,-1.48,4,-8.73,-25.36,-38.44,-19.22,-35.59,-20.34,-3.4,45.37,-40,25.76,5.22,-41.82,6.93,-27.15,-16.95,0.7
ANGO,-0.32,-6.95,-1.54,24.03,6.29,-13.71,-8.04,-19.38,-8.66,10.49,37.72,-1.45,0.31,-7.77,12.93,0.88,-5.18,29.1,6.61,-4.15,4.28,-16.15,-2.24,-16.33,-25.24,-11.14,-8.28,51.84,47.33,10.36,22.4,-9.01,-8.62,-16.57,12.79,-41.51,-4.4,-23.59,-15.12,-18.68,-15.93,-33.30,-8.89,6.3,23.06,27.72
ANIK,7.7,12.73,-20.87,11.13,1.06,-19.77,-3.63,19.89,17.19,19.97,-10.81,2.32,-11.27,13.58,17.55,-7.05,-7.77,-35.64,31.81,-20.32,-10.03,34.33,35.13,-5.54,-44.24,30.51,-6.2,27.89,-9.88,6.13,-1.69,-15.81,-29.92,-11.11,6.63,24.37,-2.97,-9.54,-28.29,21.63,12.09,-2.50,16.16,34.1,40.68,49.61
ANIP,56.13,9.86,-17.89,99.4,10.92,-0.8,-36.33,14.21,-25.41,65.83,18.86,-8.64,-18.33,-5.47,12.16,22.79,-9.67,14.74,-15.36,-20.37,56.69,16.53,-11.34,-15.38,-33.94,-20.62,-12.77,2.94,24.45,-3.02,-6.36,40.4,-39,5.55,8.32,25.17,-1.27,35.52,7.86,-5.03,25.37,18.30,3.73,0.26,5.38,11.89
ANIX,-15,-23.53,-23.08,-45,9.09,63,-23.93,-20.97,-4.08,12.77,99.69,-22.83,-60.2,-59.49,159.49,81.95,0,-11.8,23.1,26.67,-18.91,12.74,-17.48,-8.27,-46.76,47.09,-25.9,77.18,33.7,-9.43,7.92,-31.24,-0.91,16.92,47.37,-21.96,-6.64,-12.01,-11.98,43.67,-34.58,-7.52,7.76,13.1,19.57,20.6
ANSS,-11.67,-1.56,-0.2,8.37,7.55,3.46,-3.4,4.95,-3.29,1.44,2.05,-0.13,15.55,13.86,0.86,20.26,6.17,11.16,7.18,-23.43,27.82,12.1,8.08,16.29,-9.69,25.49,12.17,11.18,-6.66,2.21,-1.9,17.82,-20.81,-24.67,-7.35,8.97,37.75,-0.76,-9.91,21.96,-4.33,-2.66,4.46,15.14,28.21,36.1
AON,0.46,6.89,-2.69,8.17,1.36,3.7,-11.11,4.06,13.27,4.58,2.98,-0.85,6.42,12.01,9.89,-8.28,4.72,-2.25,12.11,-5.48,17.43,13.05,0.31,7.6,-20.76,16.7,7.11,2.41,8.92,3.76,19.69,5.18,8.34,-17.18,-0.67,12.05,5.05,9.49,-6.08,-10.24,14.67,-14.95,-4.54,1.56,10.97,16.15
AORT,-10.19,-10.14,10.28,14.79,-8.47,8.78,-13.74,10.79,-0.28,9.86,48.77,8.99,-13.05,19.82,13.78,-15.64,4.7,38.9,26.39,-19.38,2.78,2.61,-9.29,-0.22,-37.54,13.3,-3.65,27.83,-4.36,25.78,-21.51,-8.7,5.06,-11.69,-26.69,-12.43,8.09,31.22,-11.81,17.94,18.34,49.21,37.04,20.33,7.51,1.75
AOS,-14.68,7.74,-4.64,19.31,16.4,9.63,-9.43,17.52,-0.39,15.46,12.12,-4.14,8.05,10.11,5.5,3.11,3.77,-6.98,-9.77,-19.99,24.87,-11.55,1.17,-0.15,-20.63,24.62,12.05,3.83,23.33,6.58,-15.25,40.58,-25.58,-14.42,-11.16,17.83,20.81,5.25,-9.14,24.66,8.52,12.37,8.43,4.99,5.61,14.1
AOSL,-4.54,25.95,1.4,-5.85,0.68,-1.91,-10.87,17.97,28.94,17.55,55.92,-2.07,-19.18,-3.03,-1.08,-0.79,-5.56,-7.83,-18.33,-12.38,12.95,-18.85,31.48,10.91,-52.94,69.73,17.83,84.4,38.32,-7.06,3.22,93.05,-9.76,-38.99,-7.74,-7.12,-5.67,21.71,-9.02,-12.67,-15.43,13.93,17.58,24.64,40.84,38.79
AP,-2.98,21.57,-12.82,-3.75,-9.3,-13.4,-27.84,-5.96,35.58,-18.69,-1.95,51.04,-16.12,4.98,17.97,-28.74,-28.23,15.17,-42.44,-47.46,6.45,22.12,-8.68,-18.21,-16.94,22.8,7.17,66.57,23.18,-10.07,-22.57,6.38,26.2,-38.67,-4.91,-31.79,-2.39,29.8,-17.3,3.8,-20.51,-75.79,-66.32,-20.83,2.24,16.67
APA,-3.48,21.3,-6.71,-33.24,-3.73,-4.48,-32.05,13.56,9.76,14.05,14.73,-0.63,-19.03,-6.73,-4.44,-7.82,-8.86,21.49,1.97,-44.93,32.04,-16.42,-11.63,-0.04,-83.67,222.97,-29.85,49.84,26.15,20.84,-0.92,25.48,53.7,-15.56,-2.03,36.53,-22.75,-5.24,20.28,-12.7,-4.18,-13.84,-1.88,8.01,10.15,13.2
APD,6.49,8.05,1.21,10.79,4.89,-9.55,-6.76,1.98,10.71,-1.4,5.84,-4.34,-5.93,5.74,5.7,8.5,-3.08,-2.08,7.27,-4.19,19.31,18.54,-1.99,5.92,-15.06,20.97,23.36,-8.27,2.97,2.25,-10.97,18.8,-17.86,-3.77,-3.22,32.45,-6.83,4.29,-5.39,-3.39,-11.52,-13.85,-5.7,10.48,19.99,22.72
APH,2.76,5.12,3.65,7.78,9.51,-1.63,-12.09,2.49,10.71,-0.85,13.24,3.51,5.91,3.72,14.66,3.73,-1.9,1.19,7.88,-13.83,16.56,1.59,0.58,12.16,-32.66,31.47,13,20.79,0.89,3.7,7.05,19.43,-13.85,-14.56,4.01,13.71,7.33,3.95,-1.13,18.03,16.36,58.61,35.13,20.93,15.52,8.77
APO,0.6,-12.83,-14,-1.09,-8.4,2.55,-22.44,-11.64,12.78,-11.51,18.55,7.8,25.62,8.76,13.8,11.2,-11.5,7.6,8.41,-28.97,15.12,21.42,10.26,26.15,-29.78,49.01,-10.36,9.45,-4.02,32.31,-0.98,17.6,-14.41,-21.79,-4.08,37.18,-0.99,21.61,16.86,3.82,20.67,53.72,32.72,17.13,-10.7,-7.01
APOG,-4.44,-12.07,21.3,23.88,1.37,17.19,-5.42,0.79,-23.06,16.57,4.42,0.94,20.18,-3.78,-22.54,12.2,-9.64,-0.11,12.07,-25.94,-1.15,0.61,1.88,3.55,-21.05,-31.6,5.04,27.25,35.51,1.63,15,2.95,1.18,-6.19,-1.12,16.77,-6.96,-16.09,29.53,-7.54,23.81,68.75,59.14,52.93,34.47,15.58
APT,4.19,-4.91,52.58,-20.92,-11.67,-1.32,-11.16,-12.06,4,24.73,58.59,-2.78,-21.43,7.27,30.51,3.9,-16.25,0,5.97,4.51,-2.96,-5.28,5.87,-4.99,252.19,46.52,-16.5,-24.56,-14.98,-9.6,-21.47,-11.29,-27.64,3.24,-9.19,-0.74,3.48,-4.33,9.05,21.89,17.96,38.19,31.28,30.61,24.42,21.24
