Ticker,Name,Industry,Sector,PE Ratio,Forward PE,DividendYield,Target Price,Percent From Target,Total Return,Exchange,Last Price,Market Cap. (USD),IV,ETF,Sharpe Ratio,S&P 500,DJIA,Nasdaq 100,200 Day MAV,Price Above 200 MAV
AROW,Arrow Financial Corporation,Banks—Regional,Financial Services,15.89,12.02,3.65,31,3.20,6.85,NMS,30.04,"502,650,336",29.22,,0.23,,,,26.06235,YES
ARQ,"Arq, Inc.",Pollution & Treatment Controls,Industrials,0.00,22.02,0.00,10,62.21,62.21,NGM,6.165,"225,108,192",77.27,,0.81,,,,5.30165,YES
ARR,"ARMOUR Residential REIT, Inc.",REIT—Mortgage,Real Estate,0.00,5.17,13.91,20.5,-2.15,11.76,NYQ,20.95,"1,021,639,360",19.83,,0.59,,,,19.4831,YES
ARW,"Arrow Electronics, Inc.",Electronics & Computer Distribution,Technology,12.55,9.08,0.00,131.67,-1.25,-1.25,NYQ,133.33,"7,053,755,392",26.93,,-0.05,,,,123.3782,YES
ARWR,"Arrowhead Pharmaceuticals, Inc.",Biotechnology,Healthcare,0.00,-5.06,0.00,47.29,121.50,121.50,NMS,21.35,"2,654,125,312",66,,1.84,,,,27.230724,NO
ASB,Associated Banc-Corp,Banks—Regional,Financial Services,18.91,9.62,4.09,24,8.45,12.54,NYQ,22.13,"3,339,438,848",32.87,,0.38,,,,21.13575,YES
ASGN,ASGN Incorporated,Information Technology Services,Technology,22.76,16.43,0.00,96.5,2.89,2.89,NYQ,93.79,"4,201,792,000",44.07,,0.07,,,,94.902,NO
ASH,Ashland Inc.,Specialty Chemicals,Basic Materials,25.69,16.27,1.86,102.11,16.23,18.09,NYQ,87.855,"4,290,126,848",25.64,,0.71,,,,91.54275,NO
ASML,ASML Holding N.V.,Semiconductor Equipment & Materials,Technology,43.67,25.25,0.84,1115.32,34.06,34.90,NMS,831.96,"335,757,443,072",41.8,,0.83,,,Nasdaq 100,899.5278,NO
ASRT,"Assertio Holdings, Inc.",Drug Manufacturers—Specialty & Generic,Healthcare,0.00,-22.35,0.00,3.15,134.88,134.88,NCM,1.3411,"127,854,568",133.64,,1.01,,,,1.07295,YES
ASTE,"Astec Industries, Inc.",Farm & Heavy Construction Machinery,Industrials,0.00,12.03,1.62,40.5,23.74,25.36,NMS,32.73,"746,263,616",39.38,,0.64,,,,35.2295,NO
ASUR,"Asure Software, Inc.",Software—Application,Technology,0.00,10.53,0.00,14.5,55.91,55.91,NCM,9.3,"245,265,680",57.82,,0.97,,,,8.4416,YES
ATEC,"Alphatec Holdings, Inc.",Medical Devices,Healthcare,0.00,-9.55,0.00,17.46,181.16,181.16,NMS,6.21,"872,256,576",104.18,,1.74,,,,11.7983,NO
ATGE,Adtalem Global Education Inc.,Education & Training Services,Consumer Defensive,21.80,11.47,0.00,87,16.68,16.68,NYQ,74.56,"2,810,151,424",42.62,,0.39,,,,60.9693,YES
ATI,ATI Inc.,Metal Fabrication,Industrials,24.20,19.55,0.00,72.78,13.51,13.51,NYQ,64.118,"7,980,382,208",38.45,,0.35,,,,52.998,YES
ATLC,Atlanticus Holdings Corporation,Credit Services,Financial Services,8.28,5.94,0.00,39.67,13.83,13.83,NMS,34.8517,"513,877,856",39.46,,0.35,,,,31.15485,YES
ATNI,"ATN International, Inc.",Telecom Services,Communication Services,0.00,112.85,3.29,36,22.70,25.99,NMS,29.34,"443,450,624",65.04,,0.40,,,,28.97485,YES
ATNM,"Actinium Pharmaceuticals, Inc.",Biotechnology,Healthcare,0.00,-2.63,0.00,5.8,206.07,206.07,ASE,1.895,"59,037,588",135.63,,1.52,,,,6.2544,NO
ATO,Atmos Energy Corporation,Utilities—Regulated Gas,Utilities,20.18,19.30,2.36,134.89,-1.28,1.08,NYQ,136.64,"21,211,035,648",20.71,XLU,0.05,S&P 500,,,118.79165,YES
ATOS,"Atossa Therapeutics, Inc.",Biotechnology,Healthcare,0.00,-5.44,0.00,5.5,274.15,274.15,NCM,1.47,"184,862,800",119.9,,2.29,,,,1.24125,YES
ATR,"AptarGroup, Inc.",Medical Instruments & Supplies,Healthcare,33.00,26.39,1.18,159.2,1.57,2.75,NYQ,156.74,"10,405,718,016",30.25,,0.09,,,,140.63475,YES
ATRC,"AtriCure, Inc.",Medical Instruments & Supplies,Healthcare,0.00,-46.27,0.00,41.13,43.36,43.36,NGM,28.69,"1,397,131,264",60.09,,0.72,,,,27.76895,YES
ATRO,Astronics Corporation,Aerospace & Defense,Industrials,0.00,19.07,0.00,25,21.36,21.36,NMS,20.6,"714,364,736",43.3,,0.49,,,,18.64995,YES
ATSG,"Air Transport Services Group, Inc.",Airlines,Industrials,52.87,14.69,0.00,20.8,31.15,31.15,NMS,15.86,"1,042,961,536",54.71,,0.57,,,,14.48415,YES
AUB,Atlantic Union Bankshares Corporation,Banks—Regional,Financial Services,17.56,11.64,3.34,43.75,11.21,14.55,NYQ,39.34,"3,532,055,296",36.81,,0.40,,,,34.77,YES
AUDC,AudioCodes Ltd.,Communication Equipment,Technology,20.70,8.68,3.91,11.67,28.10,32.01,NMS,9.11,"263,372,816",58.43,,0.55,,,,11.3584,NO
AVA,Avista Corporation,Utilities—Diversified,Utilities,15.52,14.98,4.91,39.4,2.36,7.27,NYQ,38.49,"3,029,309,440",21.99,,0.33,,,,35.74415,YES
AVAV,"AeroVironment, Inc.",Aerospace & Defense,Industrials,85.73,41.09,0.00,214.4,19.66,19.66,NMS,179.1722,"5,053,730,816",42.33,,0.46,,,,160.07295,YES
AVB,"AvalonBay Communities, Inc.",REIT—Residential,Real Estate,39.09,41.49,2.95,228.67,-0.86,2.09,NYQ,230.66,"32,803,772,416",20.41,XLRE,0.10,S&P 500,,,194.04195,YES
AVD,American Vanguard Corporation,Agricultural Inputs,Basic Materials,0.00,15.00,2.05,12.5,113.68,115.73,NYQ,5.85,"168,690,016",58.55,,1.98,,,,9.67855,NO
AVGO,Broadcom Inc.,Semiconductors,Technology,136.17,27.36,1.31,192.71,14.14,15.45,NMS,168.84,"788,580,728,832",42.54,XLK,0.36,S&P 500,,Nasdaq 100,136.8638,YES
AVNT,Avient Corporation,Specialty Chemicals,Basic Materials,38.87,16.43,2.16,52,6.18,8.34,NYQ,48.975,"4,472,039,424",56.35,,0.15,,,,42.2418,YES
AVNW,"Aviat Networks, Inc.",Communication Equipment,Technology,20.23,6.53,0.00,48.5,114.03,114.03,NMS,22.66,"284,729,696",56.62,,2.01,,,,31.083,NO
AVT,"Avnet, Inc.",Electronics & Computer Distribution,Technology,9.65,8.14,2.47,53,1.16,3.63,NMS,52.39,"4,616,213,504",27.91,,0.13,,,,50.00195,YES
AVXL,Anavex Life Sciences Corp.,Biotechnology,Healthcare,0.00,-9.27,0.00,35.47,507.35,507.35,NMS,5.8401,"495,214,208",89.02,,5.70,,,,5.478175,YES
AVY,Avery Dennison Corporation,Packaging & Containers,Consumer Cyclical,27.53,20.27,1.68,241.83,12.75,14.43,NYQ,214.48,"17,269,737,472",24.39,XLB,0.59,S&P 500,,,213.32545,YES
AWI,"Armstrong World Industries, Inc.",Building Products & Equipment,Industrials,24.01,19.40,0.87,135.75,3.35,4.22,NYQ,131.35,"5,740,008,448",30.82,,0.14,,,,114.03935,YES
AWK,"American Water Works Company, Inc.",Utilities—Regulated Water,Utilities,30.38,26.21,2.05,144.99,-2.61,-0.56,NYQ,148.88,"29,011,206,144",20.28,XLU,-0.03,S&P 500,,,130.1133,YES
AWR,American States Water Company,Utilities—Regulated Water,Utilities,29.49,25.40,2.22,87.5,3.75,5.97,NYQ,84.34,"3,159,140,096",20.08,,0.30,,,,76.1452,YES
AX,"Axos Financial, Inc.",Banks—Regional,Financial Services,8.89,9.18,0.00,82.33,20.91,20.91,NYQ,68.09,"3,873,973,504",47.89,,0.44,,,,56.72805,YES
AXDX,"Accelerate Diagnostics, Inc.",Medical Devices,Healthcare,0.00,-0.87,0.00,1.5,0.67,0.67,NCM,1.49,"35,282,308",74.38,,0.01,,,,1.66095,NO
AXGN,"AxoGen, Inc.",Medical Devices,Healthcare,0.00,86.88,0.00,15.86,7.16,7.16,NCM,14.8,"648,681,024",75.18,,0.10,,,,8.5798,YES
AXL,"American Axle & Manufacturing Holdings, Inc.",Auto Parts,Consumer Cyclical,626.50,11.39,0.00,7.56,20.67,20.67,NYQ,6.265,"736,644,928",47.6,,0.43,,,,7.28415,NO
AXON,"Axon Enterprise, Inc.",Aerospace & Defense,Industrials,102.94,66.02,0.00,375.81,-3.68,-3.68,NMS,390.155,"29,485,692,928",35.43,,-0.10,S&P 500,,,298.0929,YES
AXP,American Express Company,Credit Services,Financial Services,20.02,17.97,1.07,254.22,-5.25,-4.18,NYQ,268.31,"190,744,788,992",29.22,XLF,-0.14,S&P 500,DJIA,,222.9533,YES
AXS,AXIS Capital Holdings Limited,Insurance—Specialty,Financial Services,10.77,6.92,2.22,85.5,9.15,11.37,NYQ,78.33,"6,593,897,984",25.6,,0.44,,,,65.95415,YES
AXTI,"AXT, Inc.",Semiconductor Equipment & Materials,Technology,0.00,24.89,0.00,5.5,145.54,145.54,NMS,2.24,"99,640,128",105.83,,1.38,,,,3.18745,NO
AYI,"Acuity Brands, Inc.",Electrical Equipment & Parts,Industrials,22.11,16.53,0.22,283.54,4.27,4.49,NYQ,271.93,"8,366,034,944",38.15,,0.12,,,,242.6852,YES
AZN,AstraZeneca PLC,Drug Manufacturers—General,Healthcare,38.41,13.95,1.89,90.89,14.88,16.77,NMS,79.115,"246,765,207,552",24.99,,0.67,,,Nasdaq 100,73.14575,YES
AZO,"AutoZone, Inc.",Specialty Retail,Consumer Cyclical,21.03,18.68,0.00,3284.82,8.07,8.07,NYQ,3039.56,"51,924,197,376",21.58,XLY,0.37,S&P 500,,,2915.5566,YES
AZTA,"Azenta, Inc.",Medical Instruments & Supplies,Healthcare,0.00,118.40,0.00,59.17,18.98,18.98,NMS,49.73,"2,432,572,672",39.44,,0.48,,,,57.20285,NO
AZZ,AZZ Inc.,Specialty Business Services,Industrials,75.29,14.95,0.85,96.57,16.61,17.46,NYQ,82.815,"2,469,236,992",62.96,,0.28,,,,72.63865,YES
B,Barnes Group Inc.,Specialty Industrial Machinery,Industrials,0.00,18.85,1.66,46.67,18.48,20.14,NYQ,39.39,"1,999,680,640",65.29,,0.31,,,,36.40995,YES
BA,The Boeing Company,Aerospace & Defense,Industrials,0.00,39.69,0.00,216.73,40.02,40.02,NYQ,154.79,"95,378,989,056",41.11,XLI,0.97,S&P 500,DJIA,,192.7267,NO
BAC,Bank of America Corporation,Banks—Diversified,Financial Services,14.35,11.15,2.62,45.82,12.00,14.62,NYQ,40.91,"317,405,626,368",27.62,XLF,0.53,S&P 500,,,37.0126,YES
BAH,Booz Allen Hamilton Holding Corporation,Consulting Services,Industrials,33.66,23.20,1.32,166.27,6.47,7.79,NYQ,156.16,"20,174,467,072",28.25,,0.28,,,,145.46616,YES
BALL,Ball Corporation,Packaging & Containers,Consumer Cyclical,30.63,18.90,1.20,72.46,8.00,9.20,NYQ,67.09,"20,366,174,208",28.94,XLB,0.32,S&P 500,,,63.01075,YES
BANC,"Banc of California, Inc.",Banks—Regional,Financial Services,0.00,11.95,2.72,15.11,-1.24,1.48,NYQ,15.3,"2,584,567,808",35.96,,0.04,,,,13.7589,YES
BANF,BancFirst Corporation,Banks—Regional,Financial Services,18.42,18.49,1.71,103.33,-6.37,-4.66,NMS,110.36,"3,644,318,976",35.39,,-0.13,,,,92.2303,YES
BANR,Banner Corporation,Banks—Regional,Financial Services,12.69,12.41,3.23,61.83,1.27,4.50,NMS,61.055,"2,103,729,408",69.35,,0.06,,,,49.6493,YES
BAX,Baxter International Inc.,Medical Instruments & Supplies,Healthcare,0.00,12.21,2.95,40.65,4.39,7.34,NYQ,38.94,"19,866,329,088",27.93,XLV,0.26,S&P 500,,,37.99015,YES
BB,BlackBerry Limited,Software—Infrastructure,Technology,0.00,48.20,0.00,4.73,96.27,96.27,NYQ,2.41,"1,428,768,512",65.86,,1.46,,,,2.8264,NO
BBDC,"Barings BDC, Inc.",Asset Management,Financial Services,9.37,8.64,10.53,10.29,3.57,14.10,NYQ,9.935,"1,050,705,792",26.09,,0.54,,,,9.4597,YES
BBSI,"Barrett Business Services, Inc.",Staffing & Employment Services,Industrials,20.54,17.01,0.86,39.75,5.75,6.61,NMS,37.59,"982,516,160",21.68,,0.30,,,,31.453976,YES
BBW,"Build-A-Bear Workshop, Inc.",Specialty Retail,Consumer Cyclical,9.22,8.43,2.49,39.67,21.58,24.07,NYQ,32.63,"441,082,560",42.29,,0.57,,,,26.2518,YES
BBWI,"Bath & Body Works, Inc.",Specialty Retail,Consumer Cyclical,7.22,8.38,2.69,43.32,45.54,48.23,NYQ,29.765,"6,521,868,800",45.92,XLY,1.05,S&P 500,,,41.55125,NO
BBY,"Best Buy Co., Inc.",Specialty Retail,Consumer Cyclical,17.08,14.43,3.80,104.24,5.41,9.21,NYQ,98.89,"21,230,934,016",28.12,XLY,0.33,S&P 500,,,80.64365,YES
BC,Brunswick Corporation,Recreational Vehicles,Consumer Cyclical,16.09,13.09,2.04,88.01,5.21,7.25,NYQ,83.65,"5,539,579,392",33.65,,0.22,,,,83.13595,YES
BCBP,"BCB Bancorp, Inc.",Banks—Regional,Financial Services,10.66,8.47,5.12,13.88,8.52,13.64,NGM,12.79,"218,043,920",37.81,,0.36,,,,11.17765,YES
BCDA,"BioCardia, Inc.",Biotechnology,Healthcare,0.00,-2.39,0.00,25,724.65,724.65,NCM,3.0316,"10,616,269",220,,3.29,,,,5.5301,NO
BCE,BCE Inc.,Telecom Services,Communication Services,22.28,15.79,8.25,36.19,2.80,11.05,NYQ,35.205,"32,191,559,680",19.7,,0.56,,,,35.5989,NO
BCLI,Brainstorm Cell Therapeutics Inc.,Biotechnology,Healthcare,0.00,-1.11,0.00,3.46,1312.24,1312.24,NCM,0.245,"19,534,854",219.87,,5.97,,,,0.3845,NO
BCO,The Brink's Company,Security & Protection Services,Industrials,37.70,12.55,0.88,111,-0.88,0.00,NYQ,111.98,"4,942,595,584",32.75,,0.00,,,,93.35635,YES
BCOV,Brightcove Inc.,Software—Application,Technology,0.00,-41.60,0.00,3.88,86.53,86.53,NMS,2.0801,"93,160,608",80,,1.08,,,,2.1676,NO
BCPC,Balchem Corporation,Specialty Chemicals,Basic Materials,49.42,36.36,0.45,188.67,6.34,6.79,NMS,177.425,"5,756,323,328",25.11,,0.27,,,,154.08385,YES
BCRX,"BioCryst Pharmaceuticals, Inc.",Biotechnology,Healthcare,0.00,-45.11,0.00,14.45,77.96,77.96,NMS,8.12,"1,679,914,240",56.41,,1.38,,,,6.1729,YES
BDC,Belden Inc.,Communication Equipment,Technology,23.26,14.44,0.19,120.6,10.08,10.27,NYQ,109.56,"4,470,650,368",30.64,,0.34,,,,88.4045,YES
BDN,Brandywine Realty Trust,REIT—Office,Real Estate,0.00,-16.88,11.19,5,-7.45,3.74,NYQ,5.4025,"935,659,008",30.52,,0.12,,,,4.7407,YES
BDX,"Becton, Dickinson and Company",Medical Instruments & Supplies,Healthcare,47.30,16.52,1.64,276.27,17.28,18.92,NYQ,235.56,"68,086,730,752",23.43,XLV,0.81,S&P 500,,,236.608,NO
BECN,"Beacon Roofing Supply, Inc.",Industrial Distribution,Industrials,0.00,10.52,0.00,112.1,28.06,28.06,NMS,87.54,"5,416,222,208",48.92,,0.57,,,,90.3769,NO
BEEM,Beam Global,Solar,Technology,0.00,-26.89,0.00,14.17,177.30,177.30,NCM,5.11,"75,135,400",85,,2.09,,,,6.131625,NO
BEN,"Franklin Resources, Inc.",Asset Management,Financial Services,12.92,7.82,6.08,22.23,6.88,12.96,NYQ,20.8,"10,878,358,528",30.66,,0.42,S&P 500,,,24.8498,NO
BERY,"Berry Global Group, Inc.",Packaging & Containers,Consumer Cyclical,14.90,8.35,1.63,72.51,6.03,7.66,NYQ,68.385,"7,836,921,344",29.39,,0.26,,,,62.22335,YES
BF-B,Brown-Forman Corporation,Beverages - Wineries & Distilleries,Consumer Defensive,23.07,25.01,1.83,47.89,0.27,2.10,NYQ,47.76,22440466432,29.34,,0.07,S&P 500,,,50.0265,NO
BFH,"Bread Financial Holdings, Inc.",Credit Services,Financial Services,5.38,7.78,1.60,55.94,6.26,7.86,NYQ,52.645,"2,615,256,320",46.76,,0.17,,,,40.73365,YES
BFS,"Saul Centers, Inc.",REIT—Retail,Real Estate,22.71,29.73,5.83,45.5,12.54,18.37,NYQ,40.43,"1,395,073,536",24.27,,0.76,,,,38.0306,YES
BG,Bunge Global SA,Farm Products,Consumer Defensive,11.37,10.29,2.78,115.63,15.58,18.36,NYQ,100.04,"14,171,474,944",25.66,XLP,0.72,S&P 500,,,100.83395,NO
BGC,"BGC Group, Inc.",Capital Markets,Financial Services,40.92,0.00,0.81,11.5,17.17,17.98,NMS,9.815,"4,848,163,328",40.72,,0.44,,,,8.11535,YES
BGS,"B&G Foods, Inc.",Packaged Foods,Consumer Defensive,0.00,11.78,8.24,8.86,-3.59,4.65,NYQ,9.19,"727,516,224",37.71,,0.12,,,,9.69315,NO
BHB,Bar Harbor Bankshares,Banks—Regional,Financial Services,12.17,12.03,3.58,31,-5.98,-2.40,ASE,32.97,"503,356,320",36.16,,-0.07,,,,27.2678,YES
BHC,Bausch Health Companies Inc.,Drug Manufacturers—Specialty & Generic,Healthcare,0.00,1.94,0.00,7.64,-5.15,-5.15,NYQ,8.055,"2,959,125,248",72.63,,-0.07,,,,7.5789,YES
BHE,"Benchmark Electronics, Inc.",Electronic Components,Technology,23.90,17.85,1.56,41.33,-7.02,-5.46,NYQ,44.45,"1,604,902,784",113.57,,-0.05,,,,34.6557,YES
BHLB,"Berkshire Hills Bancorp, Inc.",Banks—Regional,Financial Services,54.78,11.74,2.64,27.8,-0.50,2.14,NYQ,27.94,"1,200,981,376",33.75,,0.06,,,,23.57795,YES
BIDU,"Baidu, Inc.",Internet Content & Information,Communication Services,11.21,7.64,0.00,132.04,52.01,52.01,NMS,86.86,"30,668,961,792",36.03,,1.44,,,,100.02025,NO
BIIB,Biogen Inc.,Drug Manufacturers—General,Healthcare,25.52,11.80,0.00,269.61,33.37,33.37,NMS,202.15,"29,445,572,608",30.58,XLV,1.09,S&P 500,,Nasdaq 100,223.8696,NO
BIO,"Bio-Rad Laboratories, Inc.",Medical Devices,Healthcare,0.00,31.47,0.00,373.5,7.70,7.70,NYQ,346.8,"9,594,637,312",34.85,,0.22,S&P 500,,,311.5338,YES
BIP,Brookfield Infrastructure Partners L.P.,Utilities—Diversified,Utilities,0.00,35.26,4.97,38.5,14.93,19.90,NYQ,33.5,"15,512,710,144",28.68,,0.69,,,,29.8736,YES
BJRI,"BJ's Restaurants, Inc.",Restaurants,Consumer Cyclical,27.31,21.36,0.00,39.75,19.30,19.30,NMS,33.32,"771,507,904",50.23,,0.38,,,,33.743,NO
BK,The Bank of New York Mellon Corporation,Banks—Diversified,Financial Services,17.08,11.40,2.65,71.41,-0.45,2.20,NYQ,71.73,"52,933,730,304",24.26,XLF,0.09,S&P 500,,,58.24055,YES
BKD,Brookdale Senior Living Inc.,Medical Care Facilities,Healthcare,0.00,-13.77,0.00,7.69,11.69,11.69,NYQ,6.885,"1,357,728,896",51.65,,0.23,,,,6.4837,YES
BKE,"The Buckle, Inc.",Apparel Retail,Consumer Cyclical,10.87,11.89,3.18,31,-30.45,-27.27,NYQ,44.57,"2,262,988,288",32.59,,-0.84,,,,39.6002,YES
BKH,Black Hills Corporation,Utilities—Regulated Gas,Utilities,15.05,14.69,4.27,63.83,4.97,9.24,NYQ,60.81,"4,241,406,208",20.65,,0.45,,,,54.7818,YES
BKNG,Booking Holdings Inc.,Travel Services,Consumer Cyclical,28.12,20.11,0.87,4065.08,1.38,2.25,NMS,4009.92,"134,430,162,944",19.5,XLY,0.12,S&P 500,,Nasdaq 100,3653.6658,YES
BKR,Baker Hughes Company,Oil & Gas Equipment & Services,Energy,18.44,13.86,2.42,43.01,18.40,20.82,NMS,36.325,"36,340,256,768",27.33,XLE,0.76,S&P 500,,Nasdaq 100,32.88425,YES
BKU,"BankUnited, Inc.",Banks—Regional,Financial Services,16.64,11.23,3.14,37.59,-0.04,3.10,NYQ,37.605,"2,811,120,640",46.11,,0.07,,,,30.3235,YES
BLDR,"Builders FirstSource, Inc.",Building Products & Equipment,Industrials,17.70,16.65,0.00,189.48,-5.60,-5.60,NYQ,200.71,"23,373,484,032",43.38,,-0.13,S&P 500,,,170.79025,YES
BLFS,"BioLife Solutions, Inc.",Medical Instruments & Supplies,Healthcare,0.00,-102.68,0.00,27.89,8.71,8.71,NCM,25.655,"1,184,367,616",63.3,,0.14,,,,19.475,YES
BLK,"BlackRock, Inc.",Asset Management,Financial Services,23.19,20.08,2.21,947.93,1.37,3.58,NYQ,935.13,"138,518,937,600",24.01,XLF,0.15,S&P 500,,,808.3848,YES
BLKB,"Blackbaud, Inc.",Software—Application,Technology,108.63,17.92,0.00,85.12,-0.82,-0.82,NMS,85.82,"4,430,568,960",29.76,,-0.03,,,,78.22175,YES
BLMN,"Bloomin' Brands, Inc.",Restaurants,Consumer Cyclical,59.10,7.55,5.73,20.91,22.00,27.73,NMS,17.14,"1,456,380,544",47.88,,0.58,,,,23.29305,NO
BLNK,Blink Charging Co.,Engineering & Construction,Industrials,0.00,-4.55,0.00,4.1,125.27,125.27,NCM,1.82,"184,094,832",94.76,,1.32,,,,2.7773,NO
BLRX,BioLineRx Ltd.,Biotechnology,Healthcare,0.00,-1.74,0.00,9.83,1389.39,1389.39,NCM,0.66,"53,918,308",157.89,,8.80,,,,0.95205,NO
BMI,"Badger Meter, Inc.",Scientific & Technical Instruments,Technology,56.77,45.02,0.54,206.4,-5.07,-4.53,NYQ,217.43,"6,394,985,472",35.9,,-0.13,,,,175.06015,YES
BMO,Bank of Montreal,Banks—Diversified,Financial Services,13.91,11.20,5.28,88.9,0.05,5.33,NYQ,88.855,"64,944,119,808",19.71,,0.27,,,,90.3043,NO
BMRC,Bank of Marin Bancorp,Banks—Regional,Financial Services,0.00,14.63,4.90,22.2,3.91,8.81,NCM,21.365,"347,738,880",81.88,,0.11,,,,18.03735,YES
BMRN,BioMarin Pharmaceutical Inc.,Biotechnology,Healthcare,54.08,22.59,0.00,103.45,44.92,44.92,NMS,71.385,"13,590,491,136",30.83,,1.46,,,,87.02215,NO
BMY,Bristol-Myers Squibb Company,Drug Manufacturers—General,Healthcare,0.00,7.07,4.83,51.72,4.53,9.36,NYQ,49.4801,"100,315,947,008",27.29,XLV,0.34,S&P 500,,,47.73105,YES
BN,Brookfield Corporation,Asset Management,Financial Services,91.14,9.05,0.64,71.4,37.44,38.08,NYQ,51.95,"78,490,214,400",29.05,,1.31,,,,42.34825,YES
BNS,The Bank of Nova Scotia,Banks—Diversified,Financial Services,12.63,10.26,5.99,49.52,-6.65,-0.66,NYQ,53.045,"65,807,626,240",16.84,,-0.04,,,,47.5305,YES
BOH,Bank of Hawaii Corporation,Banks—Regional,Financial Services,18.54,18.97,4.32,57.83,-12.41,-8.09,NYQ,66.02,"2,623,007,488",35.13,,-0.23,,,,62.5977,YES
BOKF,BOK Financial Corporation,Banks—Regional,Financial Services,15.03,12.75,2.10,112.4,4.58,6.68,NMS,107.48,"6,892,455,936",37.08,,0.18,,,,90.53045,YES
BOOM,DMC Global Inc.,Conglomerates,Industrials,20.70,8.49,0.00,20.5,54.72,54.72,NMS,13.25,"265,514,096",43.41,,1.26,,,,15.36405,NO
BPOP,"Popular, Inc.",Banks—Regional,Financial Services,14.37,9.37,2.49,114.22,11.97,14.46,NMS,102.01,"7,378,913,792",37.07,,0.39,,,,88.0525,YES
BR,"Broadridge Financial Solutions, Inc.",Information Technology Services,Technology,35.41,22.22,1.69,217.76,4.93,6.62,NYQ,207.53,"24,220,618,752",33.87,,0.20,S&P 500,,,202.1436,YES
BRC,Brady Corporation,Security & Protection Services,Industrials,18.36,15.16,1.30,84.67,13.32,14.62,NYQ,74.72,"3,555,499,008",32.64,,0.45,,,,63.4542,YES
BRK-B,Berkshire Hathaway Inc.,Insurance - Diversified,Financial Services,14.61,22.67,0.00,477,3.76,3.76,NYQ,459.71,"991,787,548,672",18.44,,0.20,S&P 500,,,407.6262,YES
BRKL,"Brookline Bancorp, Inc.",Banks—Regional,Financial Services,12.20,10.93,5.25,12,14.39,19.64,NMS,10.49,"932,682,688",40.63,,0.48,,,,9.6486,YES
BRKR,Bruker Corporation,Medical Devices,Healthcare,28.65,22.45,0.30,77.01,12.45,12.75,NMS,68.485,"10,368,218,112",37.57,,0.34,,,,73.29975,NO
BRO,"Brown & Brown, Inc.",Insurance Brokers,Financial Services,29.19,25.20,0.51,105.42,3.79,4.30,NYQ,101.57,"28,971,106,304",19.19,XLF,0.22,S&P 500,,,86.8256,YES
BRT,BRT Apartments Corp.,REIT—Residential,Real Estate,0.00,-35.11,5.27,21.67,14.29,19.56,NYQ,18.96,"337,580,896",22.66,,0.86,,,,17.6111,YES
BSET,"Bassett Furniture Industries, Incorporated","Furnishings, Fixtures & Appliances",Consumer Cyclical,0.00,16.34,5.41,19,26.41,31.82,NMS,15.03,"132,149,472",40.63,,0.78,,,,14.5519,YES
BSRR,Sierra Bancorp,Banks—Regional,Financial Services,12.90,11.41,3.17,29.63,-6.23,-3.06,NMS,31.6,"456,831,712",26.02,,-0.12,,,,22.30505,YES
BSX,Boston Scientific Corporation,Medical Devices,Healthcare,67.97,30.62,0.00,87.94,5.19,5.19,NYQ,83.6,"123,111,866,368",23.05,XLV,0.23,S&P 500,,,70.11965,YES
BTE,Baytex Energy Corp.,Oil & Gas E&P,Energy,0.00,6.44,2.14,4.78,51.51,53.65,NYQ,3.155,"2,549,296,640",56,,0.96,,,,3.41745,NO
BTG,B2Gold Corp.,Gold,Basic Materials,0.00,8.29,4.91,4.15,25.19,30.10,ASE,3.315,"4,347,888,128",43.34,,0.69,,,,2.79265,YES
BUSE,First Busey Corporation,Banks—Regional,Financial Services,14.07,10.50,3.59,31.33,14.76,18.35,NMS,27.3,"1,552,135,936",35.64,,0.51,,,,24.09065,YES
BWA,BorgWarner Inc.,Auto Parts,Consumer Cyclical,10.25,7.33,1.34,40.36,18.22,19.56,NYQ,34.14,"7,776,033,280",30.4,XLY,0.64,S&P 500,,,33.4852,YES
BWEN,"Broadwind, Inc.",Specialty Industrial Machinery,Industrials,6.51,13.41,0.00,5.13,125.00,125.00,NCM,2.28,"50,127,168",91.5,,1.37,,,,2.6937,NO
BWXT,"BWX Technologies, Inc.",Aerospace & Defense,Industrials,33.64,28.71,0.99,109.27,11.61,12.60,NYQ,97.9,"8,950,018,048",27.55,,0.46,,,,91.88735,YES
BX,Blackstone Inc.,Asset Management,Financial Services,61.02,27.05,2.19,138.68,-13.25,-11.06,NYQ,159.86,"195,253,010,432",31.98,XLF,-0.35,S&P 500,,,127.2903,YES
BXC,BlueLinx Holdings Inc.,Industrial Distribution,Industrials,25.18,15.71,0.00,135.5,22.85,22.85,NYQ,110.3,"940,371,520",54.96,,0.42,,,,108.11195,YES
BXMT,"Blackstone Mortgage Trust, Inc.",REIT—Mortgage,Real Estate,0.00,14.32,9.59,18.6,-8.53,1.06,NYQ,20.334,"3,530,409,216",19.75,,0.05,,,,19.13425,YES
BXP,"BXP, Inc.",REIT—Office,Real Estate,77.59,43.75,4.82,73.82,-10.23,-5.41,NYQ,82.23,"14,564,007,936",29.19,XLRE,-0.19,S&P 500,,,65.90205,YES
BYD,Boyd Gaming Corporation,Resorts & Casinos,Consumer Cyclical,12.36,9.86,1.08,70.69,10.42,11.50,NYQ,64.02,"5,874,641,408",26.26,,0.44,,,,59.86015,YES
